category,dest_zone,pack_type,handling,weather,customs,distance_km,weight_kg,volume_m3,profit_usd,risk_event
spare_parts,APAC,box,standard,rain,medium,6821.560498424436,3.848001019231572,0.02719345482225507,42.21438449474187,0
electronics,EU,box,standard,clear,low,2839.4045009695533,2.798416282694374,0.011170286021354274,62.98799873388793,0
electronics,APAC,crate,fragile,clear,low,7679.014126151347,3.495456289199178,0.009637085531136062,58.01928008106316,0
documents,APAC,polybag,hazmat,clear,low,6988.751848816173,4.5202807220193835,0.02844161976584177,27.342952644891756,1
cosmetics,APAC,polybag,standard,clear,medium,6633.533172315661,6.109524549425888,0.009416369410278479,58.54669257819652,0
pharma,NA,box,standard,clear,medium,6447.057182893188,4.355355829587664,0.03292550545249158,57.925983040507255,1
electronics,EU,box,standard,clear,low,2512.287241336112,0.6021408982526066,0.03010848140120613,53.8583065816111,0
fashion,ME,box,standard,clear,low,4848.204475384009,5.384389053219144,0.03741908355947561,38.52212306367439,0
food,EU,box,standard,rain,medium,2544.1177966733935,6.381967945773566,0.00882739971605355,51.62143265081985,0
documents,APAC,box,fragile,rain,low,6806.730711268381,6.237440116178338,0.005910380203010287,36.26494448547723,0
fashion,EU,polybag,standard,clear,medium,3179.609762235507,4.3906555865514925,0.10273154564157277,34.41265699349398,1
spare_parts,NA,polybag,standard,clear,medium,5666.12004604075,1.851315915077119,0.02506438234977569,54.266463389773186,0
pharma,NA,box,standard,clear,medium,6361.452692243098,1.276384819767441,0.04136815572155333,120.00764474244416,0
electronics,NA,polybag,standard,clear,low,6519.607949881941,3.491537886315839,0.029105427924017692,68.72009653849095,0
fashion,EU,box,fragile,clear,medium,2683.6568153738917,8.31793187433341,0.023612537743194294,49.57422592828947,0
fashion,NA,box,fragile,clear,low,6325.026001140329,2.8513257431400136,0.02980572029065462,40.74286466928334,1
cosmetics,ME,box,standard,clear,medium,4477.41402519196,28.644705342264484,0.015190831378234348,126.31067888253446,0
pharma,EU,box,standard,clear,medium,3530.193935487003,9.439247336586131,0.027060799734692012,139.5486423248939,0
cosmetics,ME,box,fragile,storm,medium,4337.637261653505,3.6946172533458648,0.0528772511169996,59.88763898399007,0
fashion,AF,polybag,standard,storm,medium,4476.8826601223755,3.4082729413966257,0.023836912616542923,29.57563942810152,0
pharma,APAC,polybag,standard,clear,high,6540.736616906124,4.042682685483022,0.08196531377759385,111.80934260526045,0
food,ME,box,standard,clear,low,3906.2447716594634,4.948279794880398,0.038329618468974654,39.223508774824076,0
food,EU,crate,standard,clear,low,2444.6705555767176,1.6241223040683745,0.012699690655384756,29.38496818958934,0
food,APAC,polybag,standard,clear,medium,6142.66518510286,3.0781810838730785,0.042377625773342295,33.57556701189767,0
fashion,AF,box,standard,clear,medium,5296.945745749386,13.326307066721046,0.05764879460010552,77.10522637471261,0
pharma,ME,box,standard,clear,low,3920.8889504299755,7.040941874984336,0.019829099149947568,82.12116001554278,0
cosmetics,NA,crate,standard,clear,high,6810.200444310809,3.9697032467156896,0.03385010595464526,56.74815835271019,0
cosmetics,APAC,box,standard,storm,low,7306.580729584543,6.355838207736742,0.008834658650966928,45.68106583215034,1
electronics,NA,box,fragile,rain,high,5516.974351592108,4.159378858151631,0.031735644997368,81.31271392065294,1
food,APAC,crate,fragile,clear,medium,7651.096557718709,8.887287602049254,0.019089754814674155,52.926597083323635,0
pharma,NA,polybag,standard,rain,medium,6760.622959026486,16.4963866589256,0.009573858651099689,104.42808571624695,0
fashion,NA,polybag,standard,clear,medium,6756.145665989254,4.89793620108719,0.020058641521415916,32.94753768651173,0
spare_parts,APAC,polybag,standard,clear,low,7061.78816056092,1.6957613802200089,0.03303420777505398,55.22618364654668,0
spare_parts,APAC,box,fragile,rain,medium,6729.194704445714,1.9924523382896768,0.0935256504630884,37.59143176583325,0
electronics,ME,polybag,standard,clear,low,3607.217912773558,10.187696140021409,0.05104515203711546,99.99532149416007,0
pharma,APAC,polybag,fragile,clear,low,6737.335855048208,16.075836089568902,0.06942022900584008,133.0654634873449,0
cosmetics,APAC,box,hazmat,clear,medium,5515.204928286945,2.901101256555822,0.05842247460222811,38.413066256488875,0
documents,ME,box,standard,clear,low,4975.421273227603,2.7973846561547346,0.04479609274452281,25.49499251114707,1
fashion,AF,box,standard,clear,medium,4875.130274156192,7.158840229330566,0.02191979560501779,61.044168332269116,0
fashion,EU,polybag,standard,rain,medium,3107.466463253759,1.575290535745228,0.0351694432107097,38.70278182409118,0
cosmetics,NA,polybag,standard,rain,high,5881.60464953562,7.155385045033065,0.012106818511770303,34.23113431081583,0
fashion,APAC,polybag,standard,clear,high,7341.3943293788625,7.853450425660808,0.03458282028692901,50.34516539328082,1
pharma,EU,box,standard,clear,low,3011.7754616592706,2.617128314188415,0.03488402725807773,88.21079028569171,0
food,APAC,box,fragile,storm,high,7313.344653717034,0.8925905826095245,0.02512520756646421,27.49783787155342,0
fashion,NA,box,standard,rain,low,7005.868620691263,2.563894237296007,0.025330125664733832,35.36953288118813,1
food,NA,crate,standard,clear,medium,5737.683719218432,8.414730351857141,0.023407076306488594,40.47968289664177,0
documents,NA,box,standard,rain,high,6392.060886302945,6.673931887225031,0.040743376008610166,36.58009278097507,0
spare_parts,APAC,polybag,standard,rain,low,6610.034991975966,4.446943429728664,0.034875854424981284,44.25709551882413,0
food,APAC,box,standard,clear,medium,6366.606263007238,10.58657400517319,0.06454016467725919,49.85940541739961,1
fashion,EU,box,standard,clear,low,3363.670296345606,6.284441023994682,0.07357127371740141,37.49278841282872,1
electronics,NA,box,standard,storm,high,6482.986175520128,5.77210307221994,0.03128193362243458,88.66906011087713,0
spare_parts,EU,polybag,standard,rain,medium,3104.025004270626,1.29429169527055,0.021295334770745782,34.885565258397584,0
spare_parts,EU,box,standard,clear,low,2911.877671089758,6.571278756757621,0.022127990118128202,52.409424099217404,0
food,APAC,polybag,fragile,storm,low,6862.953033306799,8.349131500529452,0.011723006857447612,41.81077343199993,0
spare_parts,APAC,box,standard,rain,medium,6590.263553539469,15.723512704867115,0.017680689551906367,95.12127964079055,0
electronics,NA,box,fragile,clear,medium,7006.8468833333345,3.0146075761514037,0.04902637320233564,60.137093573941186,1
pharma,EU,box,standard,clear,medium,3148.556068042082,4.463425842810864,0.042051064705824925,84.22608140483975,0
fashion,APAC,box,standard,rain,medium,6120.420652586691,11.89460053154977,0.024278707908833613,32.971328236581435,1
electronics,EU,box,standard,clear,medium,3109.6878165810185,7.763563066083923,0.06210915369215351,101.80847660935142,0
cosmetics,EU,box,standard,clear,medium,2925.478617918251,7.335339820827833,0.02824894497714538,55.37820855230697,0
cosmetics,APAC,box,standard,rain,low,7020.423290754299,2.1274266242642392,0.03924186432630263,39.46370553564428,0
documents,EU,box,fragile,rain,low,2972.0499660119763,4.490626194416818,0.01504844721456681,10.662564003936549,0
fashion,NA,box,standard,clear,low,6598.191248318398,8.123910107936533,0.04438199013991414,51.74201555388444,0
spare_parts,EU,box,standard,clear,medium,3251.145874739143,2.5583665653680625,0.006596069976924662,40.78438414106256,0
spare_parts,APAC,polybag,standard,rain,medium,7354.807434354573,5.382442550055341,0.026537657460683792,50.90666257238739,1
pharma,EU,box,standard,clear,low,3020.227471131194,4.2806478985073255,0.023266411951186686,79.93857087300397,0
documents,APAC,box,standard,clear,high,6901.407689155429,7.596712313589343,0.03267893634593359,38.34356921322416,0
cosmetics,ME,box,standard,rain,medium,4976.77254886981,6.300486525671785,0.09220395471472316,77.80717782090655,0
cosmetics,ME,box,standard,rain,low,4466.268403529087,0.6454194191615359,0.018193750191568388,42.74701820713804,0
electronics,APAC,box,fragile,clear,medium,5084.313651958337,4.35317598536596,0.0391938585296785,68.25902642474864,0
fashion,EU,box,standard,clear,high,2505.292254951154,14.435764404800222,0.04385995210308508,91.7054127159871,0
spare_parts,EU,box,standard,clear,high,2976.178388808664,9.684034547515488,0.04554314591862231,102.4789901423488,1
cosmetics,NA,polybag,standard,clear,medium,6814.233007295555,4.1914881930305,0.024114691348929365,43.8265463671659,0
fashion,APAC,polybag,standard,storm,medium,7397.676117157662,8.77124960248717,0.010592906159783252,28.77228299430807,0
fashion,ME,box,fragile,clear,medium,3443.9657236036137,3.627898141364052,0.03407904637918044,31.787054475335072,0
food,APAC,box,fragile,clear,high,6459.023318334699,7.563976572744576,0.021224914081804987,22.32692377472055,1
spare_parts,ME,box,standard,clear,high,4332.0886257227285,2.9039027998155387,0.03576349693825555,46.71037239978389,0
fashion,EU,box,standard,clear,low,2839.487861993788,17.06555758560385,0.017737371884515463,71.20031414176884,0
spare_parts,EU,crate,standard,clear,medium,3007.300862894812,4.323093553478301,0.038993826735776636,35.12932688454891,0
pharma,NA,box,fragile,clear,low,6386.064956768629,5.277692896091781,0.0691982682350659,111.38158187125107,0
spare_parts,APAC,box,standard,clear,medium,6973.594128345845,10.576253116438636,0.015875131496563322,78.58293590677452,0
fashion,NA,polybag,standard,rain,low,7245.842952107434,5.176776022021445,0.038089669948575725,25.403229008921173,0
pharma,AF,crate,standard,rain,medium,5075.900826513319,5.85881998716685,0.027360950290631063,92.9953921250469,0
electronics,NA,box,fragile,clear,high,6328.782406715337,5.793984144034095,0.04512223284222231,45.93224077450908,1
cosmetics,ME,polybag,hazmat,clear,medium,4341.555352549334,6.597240575164026,0.013886577573328151,71.25841146487787,0
spare_parts,NA,polybag,standard,clear,low,6542.592044991159,2.063595589663047,0.005688190867215727,33.07047503189194,0
pharma,APAC,polybag,standard,clear,low,7900.091466432685,7.026682474342766,0.021677710026200798,73.24012715043585,0
fashion,NA,box,standard,rain,high,6361.04333421057,3.4503227861759527,0.042569182535470124,35.56034658595368,0
spare_parts,ME,polybag,standard,rain,medium,4474.323002979088,3.097923574019798,0.024163459771437173,53.12349730023373,0
electronics,AF,box,standard,clear,medium,4926.803226845676,4.079383920241771,0.010023192506568355,59.29709063843176,0
food,APAC,box,standard,rain,medium,6637.20066144219,1.586283397398252,0.03559875273407471,20.422765577522593,1
documents,NA,box,fragile,clear,medium,6059.602330842912,4.044580438004251,0.022282806565370614,24.756384270918353,0
food,APAC,box,hazmat,clear,medium,6924.175635255063,1.924137523227205,0.021627711478214733,27.519005190947325,0
spare_parts,ME,box,fragile,clear,medium,3617.388268528001,0.5839564457924945,0.031593988974248484,37.96904687232812,0
food,NA,box,standard,clear,medium,6516.531834063073,8.69612520431151,0.06840816414471128,69.24981239116913,1
spare_parts,ME,box,standard,clear,low,4717.53308288666,4.025509530569302,0.010429568614065587,48.44444199628108,0
pharma,APAC,crate,standard,clear,medium,7089.615919285464,6.078294085927956,0.02609403603984425,82.43751160348843,0
pharma,EU,box,standard,clear,medium,2942.378838833316,7.70635448910695,0.052490137353503816,105.46743790837982,0
fashion,APAC,box,standard,clear,low,7681.521961985121,12.134223110608172,0.07104539898609274,71.4882278749836,1
spare_parts,APAC,polybag,fragile,clear,medium,6459.897870948619,4.117147645630396,0.060187273666987735,62.50235139717418,0
fashion,ME,box,standard,clear,low,4918.396545954406,5.083051729246781,0.012525389554753484,18.985418254939763,0
documents,EU,polybag,standard,clear,high,2694.33134592341,7.318434099310966,0.023846091707165937,27.140435701297097,0
fashion,APAC,box,standard,clear,medium,7030.320154959522,1.1630948562247092,0.021559990909311003,29.644981049585066,0
fashion,EU,box,standard,clear,medium,2650.933151681742,3.6835266155550137,0.011168528672586383,27.431707402963163,0
spare_parts,NA,box,standard,clear,medium,6645.943868261597,4.928420841544241,0.029789483810122114,41.31255030019484,0
fashion,EU,box,standard,rain,high,3571.0691054000663,3.149456475453679,0.016635498870647802,46.22671596813294,0
cosmetics,APAC,box,standard,clear,high,6583.982254184682,3.1706832149030055,0.017006844907279432,40.99265170920418,0
spare_parts,EU,box,standard,rain,low,3668.3616676510146,2.6146746236049525,0.1459751671651811,54.11219169928773,0
electronics,EU,box,standard,clear,low,2940.899075252336,26.099232758017514,0.021035322391954527,167.15750387833768,0
electronics,NA,box,hazmat,rain,medium,6189.581226542488,4.918087393440837,0.040966006493105,92.98299840328012,0
food,NA,polybag,fragile,clear,medium,7171.376862464027,2.466613454886671,0.017146488520675112,36.492012401660034,0
fashion,AF,box,standard,storm,medium,4882.37924452807,4.175467767484986,0.013633736830933208,51.21401195505918,0
fashion,ME,polybag,fragile,clear,medium,3343.1189866850036,2.3115843025836686,0.018573624474073704,37.200670189087624,0
electronics,APAC,polybag,standard,storm,medium,6026.135891385955,5.2573403993991485,0.023369294492988066,83.07625229471354,0
cosmetics,APAC,box,fragile,clear,medium,7070.760128854021,6.103740162481431,0.03421988289699673,46.38261727422249,0
fashion,EU,crate,standard,rain,medium,2588.4254644142306,12.287864636033447,0.03458529502699959,77.13962655672772,0
electronics,APAC,polybag,standard,clear,low,6669.709594209882,1.3963707033707358,0.02565482474107728,78.2411693062509,0
pharma,AF,box,standard,clear,high,5045.248369211381,9.64138554050074,0.004881955359877765,106.6835243406367,0
pharma,APAC,box,hazmat,clear,medium,7366.797903890062,5.14027930018441,0.05612153809759477,63.540845154662144,0
electronics,APAC,box,fragile,clear,low,7080.735242902064,8.417248391483437,0.00957241916096844,84.8575306333815,0
fashion,EU,crate,standard,clear,high,3281.406749683363,9.952377128008045,0.049273584166033564,55.25835211268443,0
spare_parts,APAC,box,standard,clear,medium,7021.071984252012,11.33668872478343,0.03137075682190508,92.53823629670353,0
food,NA,box,standard,clear,medium,6343.637698742269,1.864041780496206,0.0441864633487352,30.363619589571538,0
cosmetics,APAC,crate,fragile,clear,medium,6389.952894776265,7.627732999961884,0.0674834099926991,57.60901675640685,0
cosmetics,EU,box,standard,clear,low,2471.926957331204,2.5173721674622365,0.06340222563484997,47.368140985435666,0
fashion,ME,box,standard,clear,medium,4374.775733104407,2.4533918775263475,0.03045640691709202,30.893455234378703,0
spare_parts,AF,box,standard,rain,low,5008.4902431803475,6.744774266338984,0.046340758033273796,71.42795399297158,0
documents,APAC,polybag,standard,clear,high,7183.997595952212,6.979459370873464,0.02679891067348715,30.44195285094103,0
documents,NA,box,standard,rain,low,6406.352082378905,8.067943064370334,0.02656655593235429,15.135341406804333,0
fashion,APAC,box,fragile,clear,low,7047.976559197221,3.435430202223758,0.023806569472687337,36.97996495152737,0
fashion,AF,box,hazmat,clear,low,5941.021383022601,6.1848665584717555,0.05621580621580653,31.62918548040527,0
electronics,APAC,box,standard,rain,medium,7740.226472129954,6.568046685732911,0.04151226181776638,105.12189921536502,0
fashion,APAC,crate,fragile,clear,low,6734.115500667533,4.273557978966013,0.042166252555981415,35.918613922715394,1
fashion,APAC,box,standard,clear,medium,7094.628612474359,10.617898004458887,0.021830688332263138,49.43875503324524,1
pharma,APAC,box,standard,clear,medium,6042.507599591782,0.9157549357630108,0.05195697688240982,80.04277921987689,0
fashion,EU,polybag,standard,clear,low,2519.928492017199,2.3294311895258524,0.052705286385433474,17.076756877080438,0
documents,ME,box,standard,clear,high,4246.985445123135,10.548062577231793,0.008266286761995744,24.14720524591778,0
electronics,APAC,box,hazmat,storm,high,7144.907824572136,6.725501077741967,0.09065675184110641,113.42283077482868,1
electronics,AF,crate,standard,rain,low,4938.373811461471,19.687690950053174,0.020819698977334936,127.92723789566767,1
spare_parts,NA,polybag,standard,clear,low,6113.244934371953,7.874937584142368,0.04255646978755756,46.46502157193222,0
spare_parts,NA,box,standard,clear,medium,6142.037745336678,2.9728088074064734,0.014865774582668722,41.531624304655935,0
fashion,EU,box,standard,clear,low,3356.9965225306587,9.939559935689442,0.022195536595965536,37.135532019173,0
food,APAC,box,standard,rain,medium,6852.759983922248,11.232501044945206,0.06675015285918878,48.064398585645804,0
fashion,APAC,box,standard,clear,medium,6947.9064086567205,6.378436665170025,0.014208558699911979,40.46676586019201,1
electronics,ME,box,fragile,rain,medium,4332.06595403205,2.1160736571532226,0.03729806406417645,84.90683166864628,0
cosmetics,NA,box,standard,clear,medium,6743.922718582134,6.252803008276888,0.025864554922321623,36.46462436144806,0
fashion,EU,box,standard,clear,high,2995.060047350714,3.725296345706509,0.006682976074674704,25.64840472299863,1
pharma,APAC,box,standard,clear,medium,6958.384028290248,3.1406281363900717,0.0456503125046241,72.76474652818563,1
fashion,EU,crate,standard,clear,low,3150.840225687175,5.74715400340016,0.05677673876171839,46.71753067696197,1
pharma,NA,crate,standard,rain,low,5663.554933228013,0.9876555982942437,0.029808283929941837,60.219185675891985,0
spare_parts,EU,polybag,standard,clear,medium,3266.0774208560715,4.6220105016535165,0.05221667090660778,58.93451329434168,0
electronics,APAC,box,fragile,clear,medium,6888.262739822591,3.00828780999551,0.023215964515961633,85.81719630744155,0
electronics,ME,box,standard,clear,medium,4229.528242856752,2.1507395116738395,0.022444109710714887,44.21143420780967,0
cosmetics,NA,box,fragile,clear,medium,6051.011125651561,3.948168658038613,0.054329038421613275,42.797576719571616,0
spare_parts,EU,box,hazmat,clear,medium,2852.176216956659,3.5347368237219152,0.023013109861491684,70.10335064192383,1
pharma,AF,polybag,standard,clear,high,5139.6656261161925,9.89845872733679,0.06466393866954477,161.04500472307876,1
spare_parts,EU,polybag,standard,rain,low,1976.4670198295066,4.876951476494847,0.08172525532849456,68.96801844024041,0
cosmetics,ME,box,standard,clear,low,4182.60305618039,6.789160771574389,0.028064182326262257,29.550215813674477,1
fashion,NA,box,standard,rain,high,6426.583762944381,11.973772275010191,0.047267246764824564,72.2462004471486,0
food,EU,box,standard,storm,high,3189.707190270718,3.0357896938656075,0.06946993051513904,44.55364623612275,0
fashion,APAC,polybag,standard,clear,low,6668.09375961584,5.068676193582375,0.008678937527002524,44.208216248912116,0
spare_parts,APAC,box,standard,rain,medium,6679.450303423518,7.418136662005785,0.020834156298861792,59.44046729735663,0
fashion,EU,box,standard,rain,medium,2978.683929354466,5.538822298771359,0.04032560346443969,37.34367861676613,0
fashion,AF,box,standard,rain,low,4403.554987975924,4.5150453555025845,0.038717520337031186,50.8359745567316,1
food,EU,polybag,standard,clear,low,2690.6216588413026,4.167852205306433,0.04325344778163197,41.926538847297714,0
food,APAC,box,fragile,rain,low,6848.645460630577,6.484076228525511,0.027954900434818547,53.022437469522146,1
pharma,NA,box,fragile,clear,medium,5868.6988413316185,2.5744003383046072,0.028150813347928683,68.59643342715093,0
cosmetics,EU,polybag,fragile,clear,low,2925.8776350919693,2.4684451078772396,0.0530094400845343,45.25353026820138,0
documents,APAC,crate,standard,storm,low,6460.982089025266,13.485617008531657,0.045486377406987605,30.459244675331746,0
spare_parts,AF,box,standard,storm,low,4805.887093627379,0.8902051489524313,0.0025149569554556704,57.75245498170302,0
spare_parts,APAC,polybag,standard,clear,medium,7041.620440294797,2.7188540966849764,0.04875943635346157,74.54716763209161,0
pharma,APAC,box,standard,clear,high,6203.768189548446,7.962074542820156,0.028161841441066177,98.55446278554895,0
pharma,APAC,polybag,standard,storm,medium,6549.886705531088,9.991792334676953,0.037110864661672634,65.6216751971723,0
pharma,APAC,box,fragile,clear,low,6033.160150523898,1.628614973041681,0.005398386777372781,83.5810952114164,0
cosmetics,EU,polybag,fragile,clear,high,2765.9336249594708,10.707353975615032,0.042898535192151345,91.41857917014964,0
fashion,ME,polybag,hazmat,clear,high,3285.1967291258934,28.123207657301965,0.11131932235770065,105.0768732396288,1
food,APAC,box,standard,clear,low,6834.205034861058,12.412965663441536,0.0055749194399992855,49.049572224607715,0
electronics,ME,box,standard,clear,high,4659.83816082299,4.6824416722923825,0.05549129343457322,68.20662929761097,0
electronics,AF,polybag,standard,rain,medium,5064.945675490421,4.6810252234155945,0.04932126256974288,68.4398154031139,1
spare_parts,ME,box,fragile,clear,low,4249.269287266431,6.003377616380915,0.013989621269377027,75.48783184426175,0
electronics,NA,polybag,standard,clear,medium,6113.071314385693,2.299503537756008,0.01805219798591474,66.25865046381536,0
food,NA,box,fragile,clear,medium,6201.261255190786,3.560213089737247,0.025082489221997618,26.966133574669037,0
pharma,APAC,box,fragile,rain,high,7001.358818601137,4.524934279825327,0.027557468171408077,77.08022180198549,1
fashion,NA,polybag,standard,clear,medium,6090.017245573113,8.572196368725862,0.04134728681407389,55.7800591116604,0
documents,APAC,box,standard,clear,medium,6363.64280945209,8.142833601613495,0.013679144891029848,25.57214001345224,0
fashion,NA,polybag,fragile,rain,medium,5547.936274745407,2.115706660760906,0.02414606406934071,38.55676448485082,0
documents,EU,box,standard,rain,low,2498.392507226816,4.279762221771858,0.051347499115667807,26.78405480587876,0
spare_parts,APAC,box,standard,clear,medium,6512.65559877323,1.7328962219528714,0.0053295223236031085,57.13804333598135,1
fashion,EU,box,standard,rain,medium,2250.7008089589244,11.181933158195307,0.05142621390828876,69.98178027109398,0
electronics,APAC,box,standard,clear,low,6718.439597041569,4.093611463828016,0.014174215523293308,59.3088320446927,0
fashion,NA,polybag,hazmat,clear,medium,6596.49711617465,6.326595896310364,0.056579629524752116,48.41537674840928,0
cosmetics,ME,box,standard,rain,high,3811.596797297015,4.948234290387754,0.01545703202761838,36.604307835437126,0
fashion,ME,box,standard,clear,medium,4168.616765425857,7.950579396438936,0.015798232652247068,70.91151458190207,0
documents,AF,crate,hazmat,clear,medium,4942.296272132331,2.06509953573451,0.027886337200218804,24.995152940812584,1
fashion,NA,box,standard,storm,low,7127.359726771396,1.1997207241967143,0.03304556697614372,22.83163705801405,0
spare_parts,EU,box,fragile,clear,medium,2217.4807158029053,1.4376876874022488,0.025947605609353153,43.95726175606238,0
electronics,APAC,polybag,fragile,rain,medium,7141.114459821681,2.1079332665488604,0.019850980966604932,37.0765649164073,0
documents,AF,polybag,standard,clear,high,5321.6106449651625,1.7964876830677652,0.04660299201305907,19.87776188151499,1
fashion,APAC,box,standard,clear,medium,6293.246580550508,2.8183298027364883,0.01420692142590465,36.67207995740938,0
cosmetics,APAC,crate,standard,clear,low,6740.745736986814,3.19609379626528,0.04526575044663097,50.4375754097495,0
food,ME,box,standard,clear,high,4267.44259590664,0.9278342625822185,0.021293718150510357,36.31282850276982,0
electronics,ME,box,standard,rain,medium,4676.340592416735,4.962964940970145,0.04338461175234952,50.60750587829843,0
spare_parts,APAC,box,standard,rain,low,6884.7372560222375,6.690194391632832,0.013022004482925245,64.86841037587307,0
fashion,APAC,crate,standard,clear,medium,6010.13768864237,1.8878714464705577,0.032017444434905534,37.57956256258513,0
food,APAC,box,fragile,clear,low,6808.872985876793,5.325930345673394,0.011495858197302986,39.26379029916871,0
food,APAC,polybag,standard,clear,medium,7104.30899219593,2.338092209176645,0.021638934687336984,21.51604316696301,0
pharma,APAC,box,standard,rain,low,7674.4206347321815,10.446845087434749,0.03929262291206311,92.2924414381464,1
electronics,NA,box,standard,clear,medium,6109.572861000181,6.394264431968203,0.025095984985975546,73.58536514836038,0
electronics,EU,polybag,standard,clear,low,3742.067407817655,11.733301982370932,0.07171274561173896,126.1590391962911,0
electronics,AF,crate,standard,clear,high,5241.096299707417,13.686415909120054,0.020413498122230582,83.23637812467842,0
fashion,ME,box,standard,clear,low,3381.920749604379,0.6822595843451351,0.042812620786180186,28.601270604559424,0
electronics,NA,box,hazmat,clear,low,7196.185643041894,4.932573922255592,0.014863340210857135,65.33386679319402,0
documents,ME,polybag,fragile,clear,low,3822.4422544359168,11.102591473356636,0.07125893714741614,23.859712122201014,0
food,APAC,box,standard,storm,medium,7151.971017479111,9.39534849699106,0.058210036060880536,46.989069807396596,1
pharma,APAC,box,fragile,clear,medium,6321.957508620379,2.725657136121675,0.03371676407061895,80.78055584215141,0
fashion,APAC,box,standard,clear,medium,7294.0331143776,3.3736737271595896,0.030256625112366528,29.95969803670608,0
fashion,NA,crate,standard,clear,medium,6602.982039619747,4.716250922070012,0.025729176679445673,36.84931753900016,0
food,ME,box,standard,clear,high,3904.5628051011995,12.050032045215229,0.04112496314969269,48.56086715807064,0
fashion,NA,box,fragile,clear,medium,6093.341887391013,9.38687485132299,0.052204529672218794,63.30499940378775,0
fashion,AF,box,hazmat,rain,medium,4876.988859926996,13.034731273721652,0.008734768225541865,36.95399328214789,1
cosmetics,NA,box,standard,clear,medium,6147.258291470411,10.567861358888347,0.035178702420256946,53.04805025254111,1
food,APAC,box,standard,storm,high,6056.2380198466035,4.952000908924583,0.004575370868080078,50.03194357259041,0
documents,ME,box,standard,clear,low,3642.125305731861,17.53756938227879,0.03944351865640329,57.19618396713859,1
fashion,APAC,box,standard,rain,low,7691.701647670152,1.5566459704233557,0.03666492065234096,42.702882719702025,0
food,ME,box,standard,clear,medium,3995.873584788124,4.3120193425172975,0.009247433941929508,47.3363451781388,0
electronics,APAC,box,standard,clear,medium,6897.143313627134,4.5062256540760535,0.012925851854684584,52.64605846995879,1
fashion,APAC,polybag,standard,rain,low,6516.06628430517,10.286120849845913,0.02285661774227815,70.24622180638528,0
spare_parts,NA,box,standard,clear,high,6994.55396427672,3.4817750152905456,0.014909904581342275,27.26123712721441,0
electronics,EU,box,fragile,clear,low,3358.4512596996833,15.350738724768917,0.007326178847733521,95.50798614328258,0
food,ME,box,standard,rain,medium,3941.5889152230206,7.5207055106629355,0.013886848073804792,49.61368749835041,0
cosmetics,EU,box,standard,clear,low,2605.4312209803966,3.8768250376967117,0.05080803983545268,46.37175547914723,0
electronics,APAC,polybag,standard,clear,high,6261.3171864652,2.054341856074565,0.03762540246130896,63.62689668338398,1
documents,EU,polybag,standard,storm,medium,2617.293805753195,0.5370717924101964,0.03319950834739383,15.254587383124072,0
cosmetics,APAC,polybag,fragile,clear,low,7031.661104266808,0.6272132836596462,0.03182479151251172,12.510628422158842,0
spare_parts,NA,box,standard,rain,low,6301.397426751424,4.411798651928497,0.02277970463417951,60.84506319196334,0
cosmetics,APAC,crate,fragile,rain,low,6406.6270552513515,21.626987630967182,0.00927400178589673,105.20660407919183,0
documents,NA,box,standard,rain,medium,6172.723203249411,7.326173423166432,0.027744904803401946,30.15081792197337,0
fashion,ME,box,fragile,clear,low,4749.503006375977,8.747592609595188,0.004871217736742986,51.75288109073058,0
cosmetics,EU,box,standard,clear,medium,2761.3761717352686,2.6294715945153806,0.024467147811051627,42.323055036694505,0
spare_parts,APAC,box,standard,rain,medium,7021.668656589723,2.7252003165907093,0.015724415910670617,40.10817301571126,0
fashion,NA,box,standard,rain,medium,6628.794185212064,0.8102021309497971,0.013326827303751954,30.106806369900717,0
cosmetics,APAC,box,fragile,rain,low,6838.8713794602845,10.688763752211432,0.04302861830461741,45.161436096565545,1
documents,ME,polybag,standard,rain,medium,3943.603710255914,0.49393390000678905,0.022815578828504535,23.54570685972497,0
food,AF,polybag,standard,clear,high,5769.551876680478,5.625674686008084,0.11326833029718147,22.086435021891635,1
pharma,APAC,box,standard,clear,medium,7001.371091479916,4.774095757647382,0.040221163983033756,79.95496125058888,0
pharma,APAC,box,fragile,clear,medium,6710.758113058692,5.032085814732888,0.05665486040032265,124.34289489171854,1
spare_parts,APAC,box,standard,clear,low,6459.163379670152,12.118355747109835,0.05406568746435409,95.50176316784359,0
spare_parts,NA,polybag,standard,clear,low,6126.191843965674,5.360240380517123,0.02354147303513014,43.77494618713342,0
food,APAC,box,fragile,clear,high,7329.271176456591,2.513115423042535,0.03138425445148241,36.90107868214143,0
fashion,EU,box,standard,clear,medium,3340.457067079148,9.434817193942413,0.028671398147399867,62.6476277806061,0
electronics,APAC,box,standard,clear,medium,7621.708404525081,10.389288885816782,0.010276534273151266,93.66248837005244,0
pharma,NA,box,fragile,clear,medium,6608.168737559146,2.720586781108878,0.054537639782786286,87.12648428849542,0
spare_parts,EU,box,standard,clear,medium,3239.7256326573806,2.2904857344041973,0.023492078104274443,35.24806057588338,0
cosmetics,APAC,polybag,standard,clear,high,5769.152863934283,3.4827203339002946,0.019430147797683844,34.3902796731988,0
electronics,ME,polybag,standard,clear,low,4451.627517183601,3.173016908056174,0.012941283682182003,66.90323230141432,1
fashion,EU,crate,standard,clear,low,3414.3364628281465,7.432615116548041,0.07956056924204918,48.88659217760822,0
